possessor,possessed,gender,tier,is_dialogue,example
her,composure,female,pronoun,False,The steady countenance which Miss Lucas had commanded in telling her story gave way to a momentary confusion here on receiving so direct a reproach; t
woman,opinion,female,role_noun,True,"Do you think it incredible that Mr. Collins should be able to procure any woman’s good opinion, because he was not so happy as to succeed with you?”"
collins,character,male,name,True,"I ask only a comfortable home; and, considering Mr. Collins’s character, connections, and situation in life, I am convinced that my chance of happines"
charlotte,opinion,female,name,False,"She had always felt that Charlotte’s opinion of matrimony was not exactly like her own; but she could not have supposed it possible that, when called "
her,own,female,pronoun,False,"She had always felt that Charlotte’s opinion of matrimony was not exactly like her own; but she could not have supposed it possible that, when called "
her,esteem,female,pronoun,False,"And to the pang of a friend disgracing herself, and sunk in her esteem, was added the distressing conviction that it was impossible for that friend to"
her,mother,female,pronoun,False,"[Illustration] Elizabeth was sitting with her mother and sisters, reflecting on what she had heard, and doubting whether she was authorized to mention"
his,daughter,male,pronoun,False,"[Illustration] Elizabeth was sitting with her mother and sisters, reflecting on what she had heard, and doubting whether she was authorized to mention"
her,engagement,female,pronoun,False,"[Illustration] Elizabeth was sitting with her mother and sisters, reflecting on what she had heard, and doubting whether she was authorized to mention"
his,information,male,pronoun,False,Nothing less than the complaisance of a courtier could have borne without anger such treatment: but Sir William’s good-breeding carried him through it
his,account,male,pronoun,False,"Elizabeth, feeling it incumbent on her to relieve him from so unpleasant a situation, now put herself forward to confirm his account, by mentioning he"
her,knowledge,female,pronoun,False,"Elizabeth, feeling it incumbent on her to relieve him from so unpleasant a situation, now put herself forward to confirm his account, by mentioning he"
her,mother,female,pronoun,False,"Elizabeth, feeling it incumbent on her to relieve him from so unpleasant a situation, now put herself forward to confirm his account, by mentioning he"
her,congratulation,female,pronoun,False,"Elizabeth, feeling it incumbent on her to relieve him from so unpleasant a situation, now put herself forward to confirm his account, by mentioning he"
her,feeling,female,pronoun,False,"Mrs. Bennet was, in fact, too much overpowered to say a great deal while Sir William remained; but no sooner had he left them than her feelings found "
her,resentment,female,pronoun,False,Nor did that day wear out her resentment.
bennet,emotion,male,name,False,"Mr. Bennet’s emotions were much more tranquil on the occasion, and such as he did experience he pronounced to be of a most agreeable sort; for it grat"
his,wife,male,pronoun,False,"Mr. Bennet’s emotions were much more tranquil on the occasion, and such as he did experience he pronounced to be of a most agreeable sort; for it grat"
his,daughter,male,pronoun,False,"Mr. Bennet’s emotions were much more tranquil on the occasion, and such as he did experience he pronounced to be of a most agreeable sort; for it grat"
her,astonishment,female,pronoun,False,Jane confessed herself a little surprised at the match: but she said less of her astonishment than of her earnest desire for their happiness; nor coul
her,desire,female,pronoun,False,Jane confessed herself a little surprised at the match: but she said less of her astonishment than of her earnest desire for their happiness; nor coul
bennet,look,female,name,False,Lady Lucas could not be insensible of triumph on being able to retort on Mrs. Bennet the comfort of having a daughter well married; and she called at 
her,disappointment,female,pronoun,False,"Her disappointment in Charlotte made her turn with fonder regard to her sister, of whose rectitude and delicacy she was sure her opinion could never b"
her,sister,female,pronoun,False,"Her disappointment in Charlotte made her turn with fonder regard to her sister, of whose rectitude and delicacy she was sure her opinion could never b"
her,opinion,female,pronoun,False,"Her disappointment in Charlotte made her turn with fonder regard to her sister, of whose rectitude and delicacy she was sure her opinion could never b"
his,return,male,pronoun,False,"Her disappointment in Charlotte made her turn with fonder regard to her sister, of whose rectitude and delicacy she was sure her opinion could never b"
her,letter,female,pronoun,False,"Jane had sent Caroline an early answer to her letter, and was counting the days till she might reasonably hope to hear again."
his,conscience,male,pronoun,False,"After discharging his conscience on that head, he proceeded to inform them, with many rapturous expressions, of his happiness in having obtained the a"
his,happiness,male,pronoun,False,"After discharging his conscience on that head, he proceeded to inform them, with many rapturous expressions, of his happiness in having obtained the a"
her,society,female,pronoun,False,"After discharging his conscience on that head, he proceeded to inform them, with many rapturous expressions, of his happiness in having obtained the a"
his,marriage,male,pronoun,False,"After discharging his conscience on that head, he proceeded to inform them, with many rapturous expressions, of his happiness in having obtained the a"
his,charlotte,male,pronoun,False,"After discharging his conscience on that head, he proceeded to inform them, with many rapturous expressions, of his happiness in having obtained the a"
collins,return,male,name,False,Mr. Collins’s return into Hertfordshire was no longer a matter of pleasure to Mrs. Bennet.
her,husband,female,pronoun,False,"On the contrary, she was as much disposed to complain of it as her husband."
her,health,female,pronoun,False,"She hated having visitors in the house while her health was so indifferent, and lovers were of all people the most disagreeable."
bingley,absence,male,name,False,"Such were the gentle murmurs of Mrs. Bennet, and they gave way only to the greater distress of Mr. Bingley’s continued absence."
his,sister,male,pronoun,False,Even Elizabeth began to fear--not that Bingley was indifferent--but that his sisters would be successful in keeping him away.
jane,happiness,female,name,False,"Unwilling as she was to admit an idea so destructive to Jane’s happiness, and so dishonourable to the stability of her lover, she could not prevent it"
her,lover,female,pronoun,False,"Unwilling as she was to admit an idea so destructive to Jane’s happiness, and so dishonourable to the stability of her lover, she could not prevent it"
his,sister,male,pronoun,False,"The united efforts of his two unfeeling sisters, and of his overpowering friend, assisted by the attractions of Miss Darcy and the amusements of Londo"
his,friend,male,pronoun,False,"The united efforts of his two unfeeling sisters, and of his overpowering friend, assisted by the attractions of Miss Darcy and the amusements of Londo"
his,attachment,male,pronoun,False,"The united efforts of his two unfeeling sisters, and of his overpowering friend, assisted by the attractions of Miss Darcy and the amusements of Londo"
her,anxiety,female,pronoun,False,"As for Jane, _her_ anxiety under this suspense was, of course, more painful than Elizabeth’s: but whatever she felt she was desirous of concealing; an"
her,mother,female,pronoun,False,"But as no such delicacy restrained her mother, an hour seldom passed in which she did not talk of Bingley, express her impatience for his arrival, or "
her,impatience,female,pronoun,False,"But as no such delicacy restrained her mother, an hour seldom passed in which she did not talk of Bingley, express her impatience for his arrival, or "
his,arrival,male,pronoun,False,"But as no such delicacy restrained her mother, an hour seldom passed in which she did not talk of Bingley, express her impatience for his arrival, or "
jane,mildness,female,name,False,It needed all Jane’s steady mildness to bear these attacks with tolerable tranquillity.
his,reception,male,pronoun,False,"Mr. Collins returned most punctually on the Monday fortnight, but his reception at Longbourn was not quite so gracious as it had been on his first int"
his,introduction,male,pronoun,False,"Mr. Collins returned most punctually on the Monday fortnight, but his reception at Longbourn was not quite so gracious as it had been on his first int"
his,company,male,pronoun,False,"He was too happy, however, to need much attention; and, luckily for the others, the business of love-making relieved them from a great deal of his com"
his,absence,male,pronoun,False,"The chief of every day was spent by him at Lucas Lodge, and he sometimes returned to Longbourn only in time to make an apology for his absence before "
her,successor,female,pronoun,False,"As her successor in that house, she regarded her with jealous abhorrence."
her,daughter,female,pronoun,False,"Whenever Charlotte came to see them, she concluded her to be anticipating the hour of possession; and whenever she spoke in a low voice to Mr. Collins"
her,husband,female,pronoun,False,She complained bitterly of all this to her husband.
bingley,letter,female,name,False,"[Illustration] Miss Bingley’s letter arrived, and put an end to doubt."
her,brother,female,pronoun,False,"The very first sentence conveyed the assurance of their being all settled in London for the winter, and concluded with her brother’s regret at not hav"
brother,regret,male,role_noun,False,"The very first sentence conveyed the assurance of their being all settled in London for the winter, and concluded with her brother’s regret at not hav"
his,respect,male,pronoun,False,"The very first sentence conveyed the assurance of their being all settled in London for the winter, and concluded with her brother’s regret at not hav"
his,friend,male,pronoun,False,"The very first sentence conveyed the assurance of their being all settled in London for the winter, and concluded with her brother’s regret at not hav"
darcy,praise,male,name,False,Miss Darcy’s praise occupied the chief of it.
her,attraction,female,pronoun,False,"Her many attractions were again dwelt on; and Caroline boasted joyfully of their increasing intimacy, and ventured to predict the accomplishment of th"
her,letter,female,pronoun,False,"Her many attractions were again dwelt on; and Caroline boasted joyfully of their increasing intimacy, and ventured to predict the accomplishment of th"
her,brother,female,pronoun,False,"She wrote also with great pleasure of her brother’s being an inmate of Mr. Darcy’s house, and mentioned with raptures some plans of the latter with re"
darcy,house,male,name,False,"She wrote also with great pleasure of her brother’s being an inmate of Mr. Darcy’s house, and mentioned with raptures some plans of the latter with re"
her,heart,female,pronoun,False,Her heart was divided between concern for her sister and resentment against all others.
her,sister,female,pronoun,False,Her heart was divided between concern for her sister and resentment against all others.
caroline,assertion,female,name,False,"To Caroline’s assertion of her brother’s being partial to Miss Darcy, she paid no credit."
her,brother,female,pronoun,False,"To Caroline’s assertion of her brother’s being partial to Miss Darcy, she paid no credit."
his,friend,male,pronoun,False,"That he was really fond of Jane, she doubted no more than she had ever done; and much as she had always been disposed to like him, she could not think"
his,happiness,male,pronoun,False,"That he was really fond of Jane, she doubted no more than she had ever done; and much as she had always been disposed to like him, she could not think"
his,happiness,male,pronoun,False,"Had his own happiness, however, been the only sacrifice, he might have been allowed to sport with it in whatever manner he thought best; but her siste"
her,sister,female,pronoun,False,"Had his own happiness, however, been the only sacrifice, he might have been allowed to sport with it in whatever manner he thought best; but her siste"
bingley,regard,male,name,False,"She could think of nothing else; and yet, whether Bingley’s regard had really died away, or were suppressed by his friends’ interference; whether he h"
his,friend,male,pronoun,False,"She could think of nothing else; and yet, whether Bingley’s regard had really died away, or were suppressed by his friends’ interference; whether he h"
jane,attachment,female,name,False,"She could think of nothing else; and yet, whether Bingley’s regard had really died away, or were suppressed by his friends’ interference; whether he h"
his,observation,male,pronoun,False,"She could think of nothing else; and yet, whether Bingley’s regard had really died away, or were suppressed by his friends’ interference; whether he h"
her,opinion,female,pronoun,False,"She could think of nothing else; and yet, whether Bingley’s regard had really died away, or were suppressed by his friends’ interference; whether he h"
her,sister,female,pronoun,False,"She could think of nothing else; and yet, whether Bingley’s regard had really died away, or were suppressed by his friends’ interference; whether he h"
sister,situation,female,role_noun,False,"She could think of nothing else; and yet, whether Bingley’s regard had really died away, or were suppressed by his friends’ interference; whether he h"
her,peace,female,pronoun,False,"She could think of nothing else; and yet, whether Bingley’s regard had really died away, or were suppressed by his friends’ interference; whether he h"
her,feeling,female,pronoun,False,"A day or two passed before Jane had courage to speak of her feelings to Elizabeth; but at last, on Mrs. Bennet’s leaving them together, after a longer"
her,reflection,female,pronoun,True,she can have no idea of the pain she gives me by her continual reflections on him.
her,sister,female,pronoun,False,"Elizabeth looked at her sister with incredulous solicitude, but said nothing."
her,sister,female,pronoun,False,"Miss Bennet eagerly disclaimed all extraordinary merit, and threw back the praise on her sister’s warm affection."
sister,affection,female,role_noun,False,"Miss Bennet eagerly disclaimed all extraordinary merit, and threw back the praise on her sister’s warm affection."
charlotte,marriage,female,name,True,"I have met with two instances lately: one I will not mention, the other is Charlotte’s marriage."
collins,respectability,male,name,True,"Consider Mr. Collins’s respectability, and Charlotte’s prudent, steady character."
charlotte,character,female,name,True,"Consider Mr. Collins’s respectability, and Charlotte’s prudent, steady character."
her,understanding,female,pronoun,True,"“To oblige you, I would try to believe almost anything, but no one else could be benefited by such a belief as this; for were I persuaded that Charlot"
her,heart,female,pronoun,True,"“To oblige you, I would try to believe almost anything, but no one else could be benefited by such a belief as this; for were I persuaded that Charlot"
bingley,conduct,male,name,True,"“I am far from attributing any part of Mr. Bingley’s conduct to design,” said Elizabeth; “but, without scheming to do wrong, or to make others unhappy"
his,sister,male,pronoun,True,"“You persist, then, in supposing his sisters influence him?”"
his,friend,male,pronoun,True,"“Yes, in conjunction with his friend.”"
his,happiness,male,pronoun,True,They can only wish his happiness; and if he is attached to me no other woman can secure it.”
his,happiness,male,pronoun,True,They may wish many things besides his happiness: they may wish his increase of wealth and consequence; they may wish him to marry a girl who has all t
his,increase,male,pronoun,True,They may wish many things besides his happiness: they may wish his increase of wealth and consequence; they may wish him to marry a girl who has all t
his,sister,male,pronoun,True,"I am not ashamed of having been mistaken--or, at least, it is slight, it is nothing in comparison of what I should feel in thinking ill of him or his "
bingley,name,male,name,False,Elizabeth could not oppose such a wish; and from this time Mr. Bingley’s name was scarcely ever mentioned between them.
her,daughter,female,pronoun,False,"Her daughter endeavoured to convince her of what she did not believe herself, that his attentions to Jane had been merely the effect of a common and t"
his,attention,male,pronoun,False,"Her daughter endeavoured to convince her of what she did not believe herself, that his attentions to Jane had been merely the effect of a common and t"
bennet,comfort,female,name,False,"Mrs. Bennet’s best comfort was, that Mr. Bingley must be down again in the summer."
her,companion,female,pronoun,True,"It is something to think of, and gives her a sort of distinction among her companions."
jane,fortune,female,name,True,We must not all expect Jane’s good fortune.”
wickham,society,male,name,False,Mr. Wickham’s society was of material service in dispelling the gloom which the late perverse occurrences had thrown on many of the Longbourn family.
his,recommendation,male,pronoun,False,"They saw him often, and to his other recommendations was now added that of general unreserve."
his,claim,male,pronoun,False,"The whole of what Elizabeth had already heard, his claims on Mr. Darcy, and all that he had suffered from him, was now openly acknowledged and publicl"
her,candour,female,pronoun,False,Miss Bennet was the only creature who could suppose there might be any extenuating circumstances in the case unknown to the society of Hertfordshire: 
his,charlotte,male,pronoun,False,"[Illustration] After a week spent in professions of love and schemes of felicity, Mr. Collins was called from his amiable Charlotte by the arrival of "
his,side,male,pronoun,False,"The pain of separation, however, might be alleviated on his side by preparations for the reception of his bride, as he had reason to hope, that shortl"
his,bride,male,pronoun,False,"The pain of separation, however, might be alleviated on his side by preparations for the reception of his bride, as he had reason to hope, that shortl"
his,return,male,pronoun,False,"The pain of separation, however, might be alleviated on his side by preparations for the reception of his bride, as he had reason to hope, that shortl"
his,relation,male,pronoun,False,"He took leave of his relations at Longbourn with as much solemnity as before; wished his fair cousins health and happiness again, and promised their f"
his,cousin,male,pronoun,False,"He took leave of his relations at Longbourn with as much solemnity as before; wished his fair cousins health and happiness again, and promised their f"
her,brother,female,pronoun,False,"On the following Monday, Mrs. Bennet had the pleasure of receiving her brother and his wife, who came, as usual, to spend the Christmas at Longbourn."
his,wife,male,pronoun,False,"On the following Monday, Mrs. Bennet had the pleasure of receiving her brother and his wife, who came, as usual, to spend the Christmas at Longbourn."
his,sister,male,pronoun,False,"Mr. Gardiner was a sensible, gentlemanlike man, greatly superior to his sister, as well by nature as education."
his,warehouse,male,pronoun,False,"The Netherfield ladies would have had difficulty in believing that a man who lived by trade, and within view of his own warehouses, could have been so"
her,niece,female,pronoun,False,"Mrs. Gardiner, who was several years younger than Mrs. Bennet and Mrs. Philips, was an amiable, intelligent, elegant woman, and a great favourite with"
her,arrival,female,pronoun,False,"The first part of Mrs. Gardiner’s business, on her arrival, was to distribute her presents and describe the newest fashions."
her,present,female,pronoun,False,"The first part of Mrs. Gardiner’s business, on her arrival, was to distribute her presents and describe the newest fashions."
her,turn,female,pronoun,False,It became her turn to listen.
her,sister,female,pronoun,False,They had all been very ill-used since she last saw her sister.
her,girl,female,pronoun,False,"Two of her girls had been on the point of marriage, and after all there was nothing in it."
collins,wife,male,name,True,"it is very hard to think that she might have been Mr. Collins’s wife by this time, had not it been for her own perverseness."
her,perverseness,female,pronoun,True,"it is very hard to think that she might have been Mr. Collins’s wife by this time, had not it been for her own perverseness."
jane,correspondence,female,name,False,"Mrs. Gardiner, to whom the chief of this news had been given before, in the course of Jane and Elizabeth’s correspondence with her, made her sister a "
her,sister,female,pronoun,False,"Mrs. Gardiner, to whom the chief of this news had been given before, in the course of Jane and Elizabeth’s correspondence with her, made her sister a "
her,niece,female,pronoun,False,"Mrs. Gardiner, to whom the chief of this news had been given before, in the course of Jane and Elizabeth’s correspondence with her, made her sister a "
bingley,love,male,name,True,"Pray, how _violent was_ Mr. Bingley’s love?”"
his,ball,male,pronoun,True,At his own ball he offended two or three young ladies by not asking them to dance; and I spoke to him twice myself without receiving an answer.
her,disposition,female,pronoun,True,"I am sorry for her, because, with her disposition, she may not get over it immediately."
her,sister,female,pronoun,False,"Elizabeth was exceedingly pleased with this proposal, and felt persuaded of her sister’s ready acquiescence."
sister,acquiescence,female,role_noun,False,"Elizabeth was exceedingly pleased with this proposal, and felt persuaded of her sister’s ready acquiescence."
his,friend,male,pronoun,True,"“And _that_ is quite impossible; for he is now in the custody of his friend, and Mr. Darcy would no more suffer him to call on Jane in such a part of "
his,sister,male,pronoun,True,But does not Jane correspond with his sister?
his,affection,male,pronoun,False,"It was possible, and sometimes she thought it probable, that his affection might be re-animated, and the influence of his friends successfully combate"
his,friend,male,pronoun,False,"It was possible, and sometimes she thought it probable, that his affection might be re-animated, and the influence of his friends successfully combate"
jane,attraction,female,name,False,"It was possible, and sometimes she thought it probable, that his affection might be re-animated, and the influence of his friends successfully combate"
her,aunt,female,pronoun,False,"Miss Bennet accepted her aunt’s invitation with pleasure; and the Bingleys were no otherwise in her thoughts at the same time than as she hoped, by Ca"
her,thought,female,pronoun,False,"Miss Bennet accepted her aunt’s invitation with pleasure; and the Bingleys were no otherwise in her thoughts at the same time than as she hoped, by Ca"
her,brother,female,pronoun,False,"Miss Bennet accepted her aunt’s invitation with pleasure; and the Bingleys were no otherwise in her thoughts at the same time than as she hoped, by Ca"
her,brother,female,pronoun,False,"Mrs. Bennet had so carefully provided for the entertainment of her brother and sister, that they did not once sit down to a family dinner."
elizabeth,commendation,female,name,False,"When the engagement was for home, some of the officers always made part of it, of which officers Mr. Wickham was sure to be one; and on these occasion"
his,power,male,pronoun,False,"To Mrs. Gardiner, Wickham had one means of affording pleasure, unconnected with his general powers."
her,marriage,female,pronoun,False,"About ten or a dozen years ago, before her marriage, she had spent a considerable time in that very part of Derbyshire to which he belonged."
darcy,father,male,name,False,"They had, therefore, many acquaintance in common; and, though Wickham had been little there since the death of Darcy’s father, five years before, it w"
his,power,male,pronoun,False,"They had, therefore, many acquaintance in common; and, though Wickham had been little there since the death of Darcy’s father, five years before, it w"
her,friend,female,pronoun,False,"They had, therefore, many acquaintance in common; and, though Wickham had been little there since the death of Darcy’s father, five years before, it w"
her,recollection,female,pronoun,False,"In comparing her recollection of Pemberley with the minute description which Wickham could give, and in bestowing her tribute of praise on the charact"
her,tribute,female,pronoun,False,"In comparing her recollection of Pemberley with the minute description which Wickham could give, and in bestowing her tribute of praise on the charact"
darcy,treatment,male,name,False,"On being made acquainted with the present Mr. Darcy’s treatment of him, she tried to remember something of that gentleman’s reputed disposition, when "
gentleman,disposition,male,role_noun,False,"On being made acquainted with the present Mr. Darcy’s treatment of him, she tried to remember something of that gentleman’s reputed disposition, when "
father,opinion,male,role_noun,True,My father’s opinion of me does me the greatest honour; and I should be miserable to forfeit it.
his,object,male,pronoun,True,I will not be in a hurry to believe myself his first object.
mother,idea,female,role_noun,True,You know my mother’s ideas as to the necessity of constant company for her friends.
her,friend,female,pronoun,True,You know my mother’s ideas as to the necessity of constant company for her friends.
her,aunt,female,pronoun,False,"Her aunt assured her that she was; and Elizabeth, having thanked her for the kindness of her hints, they parted,--a wonderful instance of advice being"
her,hint,female,pronoun,False,"Her aunt assured her that she was; and Elizabeth, having thanked her for the kindness of her hints, they parted,--a wonderful instance of advice being"
his,abode,male,pronoun,False,"Mr. Collins returned into Hertfordshire soon after it had been quitted by the Gardiners and Jane; but, as he took up his abode with the Lucases, his a"
his,arrival,male,pronoun,False,"Mr. Collins returned into Hertfordshire soon after it had been quitted by the Gardiners and Jane; but, as he took up his abode with the Lucases, his a"
his,marriage,male,pronoun,False,His marriage was now fast approaching; and she
her,mother,female,pronoun,False,"Thursday was to be the wedding-day, and on Wednesday Miss Lucas paid her farewell visit; and when she rose to take leave, Elizabeth, ashamed of her mo"
mother,wish,female,role_noun,False,"Thursday was to be the wedding-day, and on Wednesday Miss Lucas paid her farewell visit; and when she rose to take leave, Elizabeth, ashamed of her mo"
her,friend,female,pronoun,False,"Elizabeth soon heard from her friend, and their correspondence was as regular and frequent as it ever had been: that it should be equally unreserved w"
charlotte,letter,female,name,False,"Charlotte’s first letters were received with a good deal of eagerness: there could not but be curiosity to know how she would speak of her new home, h"
her,home,female,pronoun,False,"Charlotte’s first letters were received with a good deal of eagerness: there could not but be curiosity to know how she would speak of her new home, h"
her,taste,female,pronoun,False,"The house, furniture, neighbourhood, and roads, were all to her taste, and Lady Catherine’s behaviour was most friendly and obliging."
catherine,behaviour,female,name,False,"The house, furniture, neighbourhood, and roads, were all to her taste, and Lady Catherine’s behaviour was most friendly and obliging."
collins,picture,male,name,False,"It was Mr. Collins’s picture of Hunsford and Rosings rationally softened; and Elizabeth perceived that she must wait for her own visit there, to know "
her,visit,female,pronoun,False,"It was Mr. Collins’s picture of Hunsford and Rosings rationally softened; and Elizabeth perceived that she must wait for her own visit there, to know "
her,sister,female,pronoun,False,"Jane had already written a few lines to her sister, to announce their safe arrival in London; and when she wrote again, Elizabeth hoped it would be in"
her,power,female,pronoun,False,"Jane had already written a few lines to her sister, to announce their safe arrival in London; and when she wrote again, Elizabeth hoped it would be in"
her,impatience,female,pronoun,False,Her impatience for this second letter was as well rewarded as impatience generally is.
her,letter,female,pronoun,False,"She accounted for it, however, by supposing that her last letter to her friend from Longbourn had by some accident been lost."
her,friend,female,pronoun,False,"She accounted for it, however, by supposing that her last letter to her friend from Longbourn had by some accident been lost."
her,word,female,pronoun,False,"“I did not think Caroline in spirits,” were her words, “but she was very glad to see me, and reproached me for giving her no notice of my coming to Lo"
her,head,female,pronoun,False,Elizabeth shook her head over this letter.
her,sister,female,pronoun,False,It convinced her that accident only could discover to Mr. Bingley her sister’s being in town.
bingley,inattention,female,name,False,She endeavoured to persuade herself that she did not regret it; but she could no longer be blind to Miss Bingley’s inattention.
her,stay,female,pronoun,False,"After waiting at home every morning for a fortnight, and inventing every evening a fresh excuse for her, the visitor did at last appear; but the short"
her,manner,female,pronoun,False,"After waiting at home every morning for a fortnight, and inventing every evening a fresh excuse for her, the visitor did at last appear; but the short"
her,sister,female,pronoun,False,"The letter which she wrote on this occasion to her sister will prove what she felt:-- “My dearest Lizzy will, I am sure, be incapable of triumphing in"
her,judgment,female,pronoun,True,"The letter which she wrote on this occasion to her sister will prove what she felt:-- “My dearest Lizzy will, I am sure, be incapable of triumphing in"
bingley,regard,female,name,True,"The letter which she wrote on this occasion to her sister will prove what she felt:-- “My dearest Lizzy will, I am sure, be incapable of triumphing in"
her,behaviour,female,pronoun,True,"But, my dear sister, though the event has proved you right, do not think me obstinate if I still assert that, considering what her behaviour was, my c"
her,reason,female,pronoun,True,"I do not at all comprehend her reason for wishing to be intimate with me; but, if the same circumstances were to happen again, I am sure I should be d"
her,side,female,pronoun,True,"She was very wrong in singling me out as she did; I can safely say, that every advance to intimacy began on her side."
her,brother,female,pronoun,True,"But I pity her, because she must feel that she has been acting wrong, and because I am very sure that anxiety for her brother is the cause of it."
her,behaviour,female,pronoun,True,"I need not explain myself farther; and though _we_ know this anxiety to be quite needless, yet if she feels it, it will easily account for her behavio"
his,sister,male,pronoun,True,"I need not explain myself farther; and though _we_ know this anxiety to be quite needless, yet if she feels it, it will easily account for her behavio"
his,behalf,male,pronoun,True,"I need not explain myself farther; and though _we_ know this anxiety to be quite needless, yet if she feels it, it will easily account for her behavio"
her,manner,female,pronoun,True,"He knows of my being in town, I am certain, from something she said herself; and yet it would seem, by her manner of talking, as if she wanted to pers"
her,spirit,female,pronoun,False,"This letter gave Elizabeth some pain; but her spirits returned, as she considered that Jane would no longer be duped, by the sister at least."
his,attention,male,pronoun,False,She would not even wish for any renewal of his attentions.
his,character,male,pronoun,False,"His character sunk on every review of it; and, as a punishment for him, as well as a possible advantage to Jane, she seriously hoped he might really s"
darcy,sister,male,name,False,"His character sunk on every review of it; and, as a punishment for him, as well as a possible advantage to Jane, she seriously hoped he might really s"
wickham,account,male,name,False,"His character sunk on every review of it; and, as a punishment for him, as well as a possible advantage to Jane, she seriously hoped he might really s"
her,promise,female,pronoun,False,"Mrs. Gardiner about this time reminded Elizabeth of her promise concerning that gentleman, and required information; and Elizabeth had such to send as"
her,aunt,female,pronoun,False,"Mrs. Gardiner about this time reminded Elizabeth of her promise concerning that gentleman, and required information; and Elizabeth had such to send as"
his,partiality,male,pronoun,False,"His apparent partiality had subsided, his attentions were over, he was the admirer of some one else."
his,attention,male,pronoun,False,"His apparent partiality had subsided, his attentions were over, he was the admirer of some one else."
her,heart,female,pronoun,False,"Her heart had been but slightly touched, and her vanity was satisfied with believing that _she_ would have been his only choice, had fortune permitted"
her,vanity,female,pronoun,False,"Her heart had been but slightly touched, and her vanity was satisfied with believing that _she_ would have been his only choice, had fortune permitted"
his,choice,male,pronoun,False,"Her heart had been but slightly touched, and her vanity was satisfied with believing that _she_ would have been his only choice, had fortune permitted"
his,wish,male,pronoun,False,The sudden acquisition of ten thousand pounds was the most remarkable charm of the young lady to whom he was now rendering himself agreeable; but Eliz
his,name,male,pronoun,True,"All this was acknowledged to Mrs. Gardiner; and, after relating the circumstances, she thus went on:--“I am now convinced, my dear aunt, that I have n"
his,defection,male,pronoun,True,Kitty and Lydia take his defection much more to heart than I do.
her,desire,female,pronoun,False,"Absence had increased her desire of seeing Charlotte again, and weakened her disgust of Mr. Collins."
her,disgust,female,pronoun,False,"Absence had increased her desire of seeing Charlotte again, and weakened her disgust of Mr. Collins."
charlotte,sketch,female,name,False,"Everything, however, went on smoothly, and was finally settled according to Charlotte’s first sketch."
his,daughter,male,pronoun,False,She was to accompany Sir William and his second daughter.
her,father,female,pronoun,False,"The only pain was in leaving her father, who would certainly miss her, and who, when it came to the point, so little liked her going, that he told her"
her,letter,female,pronoun,False,"The only pain was in leaving her father, who would certainly miss her, and who, when it came to the point, so little liked her going, that he told her"
his,side,male,pronoun,False,The farewell between herself and Mr. Wickham was perfectly friendly; on his side even more.
his,pursuit,male,pronoun,False,"His present pursuit could not make him forget that Elizabeth had been the first to excite and to deserve his attention, the first to listen and to pit"
his,attention,male,pronoun,False,"His present pursuit could not make him forget that Elizabeth had been the first to excite and to deserve his attention, the first to listen and to pit"
his,manner,male,pronoun,False,"His present pursuit could not make him forget that Elizabeth had been the first to excite and to deserve his attention, the first to listen and to pit"
her,model,female,pronoun,False,"His present pursuit could not make him forget that Elizabeth had been the first to excite and to deserve his attention, the first to listen and to pit"
her,traveller,female,pronoun,False,Her fellow-travellers the next day were not of a kind to make her think him less agreeable.
his,daughter,male,pronoun,False,"Sir William Lucas, and his daughter Maria, a good-humoured girl, but as empty-headed as himself, had nothing to say that could be worth hearing, and w"
his,presentation,male,pronoun,False,"He could tell her nothing new of the wonders of his presentation and knighthood; and his civilities were worn out, like his information."
his,civility,male,pronoun,False,"He could tell her nothing new of the wonders of his presentation and knighthood; and his civilities were worn out, like his information."
his,information,male,pronoun,False,"He could tell her nothing new of the wonders of his presentation and knighthood; and his civilities were worn out, like his information."
her,face,female,pronoun,False,"As they drove to Mr. Gardiner’s door, Jane was at a drawing-room window watching their arrival: when they entered the passage, she was there to welcom"
her,aunt,female,pronoun,False,Elizabeth then contrived to sit by her aunt.
her,sister,female,pronoun,False,"Their first subject was her sister; and she was more grieved than astonished to hear, in reply to her minute inquiries, that though Jane always strugg"
her,inquiry,female,pronoun,False,"Their first subject was her sister; and she was more grieved than astonished to hear, in reply to her minute inquiries, that though Jane always strugg"
her,spirit,female,pronoun,False,"Their first subject was her sister; and she was more grieved than astonished to hear, in reply to her minute inquiries, that though Jane always strugg"
bingley,visit,female,name,False,"Mrs. Gardiner gave her the particulars also of Miss Bingley’s visit in Gracechurch Street, and repeated conversations occurring at different times bet"
her,heart,female,pronoun,False,"Mrs. Gardiner gave her the particulars also of Miss Bingley’s visit in Gracechurch Street, and repeated conversations occurring at different times bet"
her,niece,female,pronoun,False,"Mrs. Gardiner then rallied her niece on Wickham’s desertion, and complimented her on bearing it so well."
wickham,desertion,male,name,False,"Mrs. Gardiner then rallied her niece on Wickham’s desertion, and complimented her on bearing it so well."
her,grandfather,female,pronoun,True,“But he paid her not the smallest attention till her grandfather’s death made her mistress of this fortune?”
his,attention,male,pronoun,True,“But there seems indelicacy in directing his attentions towards her so soon after this event.”
her,uncle,female,pronoun,False,"Before they were separated by the conclusion of the play, she had the unexpected happiness of an invitation to accompany her uncle and aunt in a tour "
